2105,2297,0.09,1.092433511,2006,4,-1,1,1,3,31,2,1,0,5,5,0,0,0,0,0,1,2,1,2,-1,0,1,0,6,4,6,0,0,0,0,0,0,9000,19.3,17.82,7.56,1.765,14.35,23.25,2,4.267
2151,2325,0.34,1.385819975,2004,3,-1,1,1,3,30,3,3,0,5,5,0,1,0,0,0,1,1,1,2,-1,0,1,0,8,5,6,0,0,0,0,0,0,16030,22.91,22.03,19.56,15,24.49,23.25,1,15
2343,2445,1.27,1.182977313,2004,3,-1,2,1,1,18,2,1,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,7,5,1,0,0,0,0,0,0,17070,35.58,29.29,10.94,1.765,34.07,31,2.24,4.853
2345,2445,1.27,1.090029057,2006,3,15,2,1,1,18,2,1,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,7,5,1,0,0,1,1,0,0,17070,35.58,29.29,10.94,1.765,34.07,31,2.24,4.853
2625,2687,0.12,1.092433511,2006,4,-1,1,1,3,22,2,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,0,0,7,5,1,1,1,1,0,1,0,5850,15.85,14.54,8.28,1.537,12.14,23.25,2,6.54
2715,2765,0.12,1.21792517,2006,3,-1,1,1,3,27,2,2,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,1,3,2,6,0,0,0,0,0,0,5560,10.55,10.52,6.84,7.5,15.36,15.5,1.25,8.573
3066,3056,0.38,1.10498618,2004,4,-1,1,1,3,14,1,1,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3070,3056,0.38,1.055856515,2006,4,-1,3,1,1,16,1,1,0,5,5,0,1,1,0,0,1,1,0,-1,-1,0,0,1,4,4,6,1,0,0,0,0,0,4190,19.5,15.9,5.88,1.25,7,15.5,1,1.253
3248,3220,0.38,1.117909503,2006,3,-1,2,1,1,18,1,1,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,0,6,5,1,0,1,1,0,0,0,6190,21.37,22.86,7.08,6,20.4,15.5,1,6
3327,3262,0.34,-1,2004,1,-1,2,1,1,15,3,-1,0,5,5,0,1,0,0,0,1,1,0,-1,-1,0,0,0,4,2,6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3364,3294,1.02,-1,2004,3,-1,2,1,1,18,2,-1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3366,3294,1.02,1.090029057,2006,3,10,2,1,1,18,2,1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,1,1,1,0,0,0,0,9910,25.3,18.71,16.9,3.528,20,23.25,2.65,7.42
3570,3469,0.38,-1,2006,5,-1,1,1,3,21,1,1,0,5,5,0,1,1,0,0,1,1,0,-1,-1,0,0,1,4,4,6,0,0,0,0,0,0,4810,19.26,15.29,14.64,3,12.13,15.5,1.5,3.427
3847,3649,0.76,-1,2006,1,-1,-1,0,4,-1,2,2,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,3,2,6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3887,3674,0.12,1.21792517,2006,3,0,4,0,3,13,2,99,0,5,5,0,1,0,1,3,1,2,0,1,-1,0,1,0,6,2,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4106,3840,1.03,1.098660696,2004,4,-1,2,1,1,18,2,1,0,5,5,0,0,0,0,0,1,1,1,1,-1,0,1,1,4,2,1,0,1,0,0,0,1,51210,57.82,51.15,9.6,3.333,60.67,46.5,3.67,14.17
4170,3885,0.25,-1,2004,2,-1,3,1,1,16,3,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,1,6,4,6,0,0,1,1,0,1,-1,31.24,24.02,5.4,1.5,26.67,23.25,2,6.5
4172,3885,0.25,-1,2004,2,-1,1,1,3,26,3,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,1,6,4,6,0,0,1,1,0,1,-1,31.24,24.02,5.4,1.5,26.67,23.25,2,6.5
4173,3885,0.25,-1,2004,2,-1,3,1,2,34,1,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,1,6,4,6,0,0,1,1,0,1,1930,9.029,9.113,4.8,5,7.5,15.5,1,5
4183,3888,0.52,1.10498618,2004,4,-1,1,1,3,20,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,0,3,2,6,0,1,0,0,0,0,2340,11.99,12.47,6.84,2.5,7.74,15.5,1,2.5
4238,3944,0.12,1.364422735,2004,3,-1,2,1,1,15,2,2,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,5,3,1,0,1,1,1,0,0,20140,33.74,31.68,7.68,5,36,31,3,10.5
4391,4029,0.98,1.233002153,2006,3,-1,4,0,3,2,3,3,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,0,4,4,1,0,1,1,1,0,0,3660,8.66,8.62,11.4,7.5,7.5,15.5,2,10.5
4392,4029,0.98,-1,2006,-1,-1,4,0,3,8,3,3,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,0,4,4,1,0,1,1,1,0,0,1930,6.609,6.585,14.16,-1,-1,15.5,-1,-1
4780,4331,1.03,-1,2004,1,-1,1,1,3,20,2,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,4,4,6,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4781,4331,1.03,1.420586627,2004,4,-1,3,1,2,33,2,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,4,4,6,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4785,4331,1.03,1.222644418,2006,4,-1,3,1,2,34,2,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,4,4,6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4854,4378,1.27,1.311927209,2006,3,-1,3,1,1,16,2,2,0,5,5,0,1,0,0,0,1,1,0,-1,-1,0,0,0,6,4,1,1,1,1,0,0,0,840,5.008,5.008,9,10,0.41,15.5,1,10
4989,4478,1.92,1.222644418,2006,4,-1,1,1,3,14,2,2,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,1,6,4,1,0,0,1,0,0,0,17010,27.92,24.46,19.2,6.667,20.61,31,2.82,9.353
5174,4603,0.98,-1,2004,-1,-1,1,1,3,14,3,3,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,1,4,4,1,1,0,0,0,0,0,7340,13.28,13.28,9.72,2.5,17,15.5,2,4.167
5177,4603,0.98,1.08817404,2006,4,-1,2,1,1,15,3,1,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,1,4,4,1,1,0,0,0,0,0,5980,18.7,17.97,11.52,2.5,9,23.25,2,3.333
5179,4603,0.98,-1,2006,1,-1,1,1,3,23,1,1,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,1,4,4,1,1,0,0,0,0,0,1510,6.76,6.767,10.68,0.833,1,15.5,1,0.833
5328,4692,0.38,1.10498618,2004,4,-1,4,0,3,13,1,1,0,5,5,0,1,0,0,0,1,1,0,-1,-1,0,0,1,4,2,6,0,0,0,0,0,0,6000,22.16,17.2,9.96,2.5,19.98,31,1,2.5
5599,4893,0.7,1.10498618,2004,4,-1,1,1,1,19,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,4,4,6,0,0,0,0,0,0,6670,18.25,16.17,12.12,0.833,12,15.5,1,0.833
5601,4893,0.7,1.10498618,2004,4,-1,3,1,2,35,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,4,4,6,0,0,0,0,0,0,6670,18.25,16.17,12.12,0.833,12,15.5,1,0.833
5668,4944,0.28,1.318583742,2004,4,-1,1,1,3,14,1,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,5,5,1,0,0,0,1,0,0,20430,33.21,32.56,7.71,1.154,27,31,2,7.153
5670,4944,0.28,1.212381859,2006,4,-1,1,1,3,14,1,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,5,5,6,0,0,0,0,0,0,20430,33.21,32.56,7.71,1.154,27,31,2,7.153
5930,5093,0.88,-1,2004,1,-1,3,1,1,17,1,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,0,7,5,6,0,1,0,0,0,1,690,5.489,5.6,4.44,0.734,0.95,15.5,1,0.74
5994,5134,0.66,-1,2006,1,-1,1,1,3,27,1,1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,5,3,1,1,1,0,0,0,0,300,-1,-1,-1,-1,-1,-1,-1,-1
6182,5241,0.25,1.385819975,2004,3,-1,1,1,3,14,3,3,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,5,3,1,0,1,1,0,0,0,6690,11.38,11.44,7.2,3,27.96,23.25,2.6,19.5
6184,5241,0.25,1.385819975,2004,3,-1,1,1,3,24,3,3,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,5,3,1,0,1,1,0,0,0,6690,11.38,11.44,7.2,3,27.96,23.25,2.6,19.5
6186,5241,0.25,1.233002153,2006,3,-1,4,0,3,13,3,3,0,5,5,0,1,0,0,0,1,1,1,-1,-1,0,1,0,5,3,1,0,0,1,0,0,0,6690,11.38,11.44,7.2,3,27.96,23.25,2.6,19.5
6242,5274,0.71,1.336278863,2004,4,-1,1,1,3,20,3,3,0,5,5,0,0,1,0,0,0,-1,0,-1,-1,0,0,1,2,1,6,0,1,0,0,0,0,15100,15.73,16.08,6.96,7.5,34.5,15.5,1,7.5
6309,5342,0.12,1.289611397,2004,4,-1,2,1,1,15,2,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,2,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
6383,5378,0.76,1.087188521,2006,4,-1,1,1,3,14,2,1,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,1,1,3,2,6,0,0,0,0,0,0,10160,22.28,17.3,18.24,2,11.38,23.25,2,4.5
6385,5380,0.98,1.385819975,2004,3,-1,4,0,3,9,3,3,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,4,2,6,0,0,1,1,0,0,2340,6.945,6.934,9.6,7.5,2.5,15.5,1,7.5
6548,5516,1.1,1.385819975,2004,3,-1,1,1,3,20,3,3,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,1,0,4,4,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
6921,5743,0.25,1.08817404,2006,4,-1,2,1,1,18,3,1,0,5,5,0,1,0,0,0,1,2,0,-1,-1,0,0,0,4,1,1,0,0,0,0,0,0,14310,34.86,26.54,10.8,4.286,23.65,31,2.43,6.147
6936,5754,0.28,-1,2006,4,-1,1,1,3,24,1,-1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,3,2,6,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
6950,5766,0.28,-1,2004,1,-1,1,1,1,19,1,1,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,1,1,3,2,6,1,1,0,0,0,0,1110,7.818,7.914,13.32,-1,-1,15.5,-1,-1
6951,5766,0.28,1.10498618,2004,4,-1,1,1,3,24,1,1,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,1,1,3,2,6,1,1,0,0,0,0,3360,22.05,14.54,9.12,1,7.6,15.5,1,1
7071,5830,1.02,1.098660696,2004,4,-1,3,1,1,16,2,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,0,0,5,3,6,0,0,0,0,0,0,8530,21.99,17.37,23.28,2.5,7.99,23.25,1,2.5
7214,5913,0.25,1.385819975,2004,3,-1,1,1,3,21,3,3,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,0,5,5,6,1,1,1,0,0,0,3070,7.578,7.574,14.4,10,3.33,15.5,1,10
7286,5961,1.27,1.182977313,2004,3,-1,1,1,3,29,2,1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,6,0,0,0,0,0,0,20840,36.9,31.43,9.56,5,44.07,31,2.33,9.087
7314,5986,0.71,1.131379042,2004,3,-1,2,1,1,15,3,1,0,5,5,0,0,1,1,2,1,1,1,1,-1,0,1,1,4,1,1,0,1,0,0,0,0,12130,21.97,18.8,9.84,5,28.97,23.25,2,7.5
7316,5986,0.71,1.077255362,2006,3,20,2,1,1,15,3,1,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,1,1,4,4,1,0,1,1,0,0,0,12130,21.97,18.8,9.84,5,28.97,23.25,2,7.5
7364,6020,1.56,1.098660696,2004,4,-1,2,1,1,18,2,1,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,3,2,6,0,0,0,0,0,0,13880,28.82,24.67,8.4,6.667,15.75,31,2,8.547
7366,6020,1.56,1.222644418,2006,4,-1,2,1,1,18,2,2,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,3,2,6,0,0,0,0,0,0,1410,7.205,7.168,8.4,7.5,2,15.5,1,7.5
7367,6020,1.56,1.087188521,2006,4,-1,2,1,1,18,2,1,1,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,3,2,6,0,0,0,0,0,0,13680,26.97,23.45,10.44,3.333,13.09,31,2.56,10.53
7427,6053,0.98,1.098801766,2004,4,-1,3,1,1,17,3,1,0,5,5,0,1,1,0,0,1,1,0,1,-1,0,1,1,5,5,6,0,0,0,0,0,1,6450,13.53,12.46,11.52,2.5,11,23.25,1,2.5
7451,6060,0.38,-1,2004,1,-1,1,1,1,19,1,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,0,7,5,6,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
7518,6089,0.98,1.237567181,2004,3,-1,1,1,3,20,3,2,1,5,5,0,1,1,0,0,1,1,1,-1,1,0,1,1,4,4,6,0,1,1,0,0,0,25850,34.39,32.63,15,4.286,49.94,46.5,3,16.79
7524,6089,0.98,1.144200302,2006,3,10,1,1,3,21,1,2,0,5,5,0,1,1,0,0,1,1,1,-1,1,0,1,1,4,4,1,0,1,1,0,1,0,14940,21.28,22.24,13.92,3.75,31.99,31,2,13.75
7567,6127,0.38,-1,2004,2,-1,3,1,1,16,1,1,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,1,7,5,1,0,0,0,0,0,0,5850,24.47,20.41,10.8,1.25,10.5,15.5,2,2.253
7580,6145,0.19,1.098801766,2004,4,-1,1,1,3,21,3,1,0,5,5,0,0,0,0,0,1,2,1,1,-1,0,0,0,4,-1,6,0,0,0,0,0,0,6730,27.06,19.98,6,0.909,17.39,23.25,3,3.787
7620,6160,0.09,1.105843091,2006,3,10,1,1,3,30,1,2,0,5,5,0,0,0,0,0,1,2,1,1,-1,0,1,0,6,4,6,0,0,0,0,0,0,6590,16.79,16.93,6.96,2.5,9.42,23.25,2,4.807
8147,6459,0.98,1.385819975,2004,3,-1,4,0,3,9,3,3,0,5,5,0,1,1,0,0,1,2,1,1,-1,0,1,0,4,4,6,0,0,0,0,0,0,5300,11.22,10.88,6.18,1.5,19.76,15.5,2,6.607
8149,6459,0.98,1.233002153,2006,3,-1,4,0,3,10,3,3,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,1,4,2,6,1,1,0,1,0,0,1440,5.792,5.788,8.88,-1,-1,15.5,-1,-1
8452,6616,0.28,1.10498618,2004,4,-1,4,0,3,13,1,1,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,0,1,3,2,6,0,1,0,0,0,0,5980,22.05,20.19,5.28,2.5,21.98,31,1,2.5
8503,6644,0.28,1.26880062,2004,3,-1,1,1,3,25,3,1,0,5,5,0,0,1,0,0,1,1,1,-1,-1,0,1,1,3,2,6,0,1,0,0,0,0,17140,24.26,21.09,11.53,10,27.79,31,3,22.09
8507,6644,0.28,-1,2004,2,-1,2,1,2,36,1,1,0,5,5,0,0,1,0,0,1,1,1,-1,-1,0,1,1,3,2,6,0,1,0,0,0,0,1250,7.577,7.552,5.825,0.455,5.91,15.5,2,2.187
8508,6644,0.28,-1,2004,1,-1,4,0,3,38,1,1,0,5,5,0,0,1,0,0,1,1,1,-1,-1,0,1,1,3,2,6,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
8513,6644,0.28,1.117909503,2006,3,-1,4,0,3,41,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,1,1,4,4,1,0,1,0,0,0,0,2000,9.316,9.288,5.88,2.5,4.5,15.5,1,2.5
8531,6659,0.09,-1,2004,3,-1,3,1,1,16,-1,2,0,5,5,0,0,0,0,0,1,2,1,1,-1,0,1,1,3,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
8535,6659,0.09,1.21792517,2006,3,-1,3,1,1,16,2,2,0,5,5,0,0,0,0,0,1,2,1,1,-1,0,1,1,4,2,6,0,1,1,0,0,0,33380,50.72,49.5,14.12,3.75,54.51,46.5,4,17.25
8978,6922,0.12,1.14955619,2004,3,-1,2,1,1,18,2,1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,1,1,1,1,0,1,0,8050,16.41,15.68,4.8,5,19.47,23.25,2,9.3
8980,6922,0.12,1.234039721,2004,3,-1,1,1,3,29,1,1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,1,1,1,1,0,1,0,2460,11.77,10.87,7.2,2.312,7.46,15.5,1,2.313
8982,6922,0.12,1.105843091,2006,3,20,3,1,1,17,2,1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,1,1,1,1,0,0,0,8050,16.41,15.68,4.8,5,19.47,23.25,2,9.3
8989,6926,0.66,1.147505138,2004,3,-1,1,1,1,19,1,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,0,4,2,1,0,1,1,1,0,0,1900,8.012,7.902,11.52,-1,-1,15.5,-1,-1
8991,6926,0.66,1.117909503,2006,3,-1,1,1,1,19,1,1,0,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,0,4,2,1,0,1,1,0,0,0,1900,8.012,7.902,11.52,-1,-1,15.5,-1,-1
9047,6958,1.02,1.179860351,2004,3,-1,1,1,3,23,3,2,1,5,5,0,1,0,0,0,1,2,1,1,-1,0,1,0,6,3,1,0,0,0,0,0,0,41990,52.03,48.37,19.05,5.455,74.85,46.5,2.93,10.36
9069,6970,0.09,1.105843091,2006,3,-1,2,1,1,18,2,1,0,5,5,0,0,1,0,0,1,1,1,1,-1,0,1,1,7,5,1,0,1,0,0,0,0,13100,29.47,29.73,8.88,5,23,23.25,2,7.5
9146,7036,0.38,1.52462349,2006,3,0,3,1,1,16,3,3,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,1,4,2,1,1,1,1,1,0,0,20960,28.1,25.79,8.76,7.5,49.42,23.25,1.5,11.25
9148,7036,0.38,1.52462349,2006,3,0,1,1,3,25,3,3,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,1,4,2,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9259,7071,0.76,1.098660696,2004,4,-1,1,1,1,19,2,1,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,3,2,6,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9262,7071,0.76,1.087188521,2006,4,-1,1,1,1,19,2,1,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,3,2,1,0,1,0,0,0,0,9170,25.91,20.42,11.76,2.5,12.99,23.25,2,4
9763,7343,1.6,1.08817404,2006,4,-1,1,1,3,14,3,1,0,5,5,1,0,1,0,0,1,1,0,-1,-1,0,0,1,2,1,6,0,1,0,0,0,0,4610,11.85,11.55,5.88,5,14.49,23.25,2,6.253
9824,7359,1.02,-1,2006,3,-1,-1,0,3,-1,2,-1,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,5,3,6,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9882,7395,0.52,-1,2004,1,-1,2,1,1,18,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,5,5,1,1,1,0,0,0,0,1410,7.7,7.563,7.32,0.833,3,15.5,1,0.833
9884,7395,0.52,1.10498618,2004,4,-1,3,1,2,35,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,5,5,1,1,1,0,0,0,0,4870,20.39,16.72,7.92,1.25,9,15.5,2,2.253
9886,7395,0.52,-1,2006,1,-1,3,1,1,16,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,6,5,1,1,1,0,0,0,1,1410,7.7,7.563,7.32,0.833,3,15.5,1,0.833
9888,7395,0.52,1.055856515,2006,4,-1,1,1,3,25,1,1,0,5,5,0,0,1,0,0,1,1,0,-1,-1,0,0,1,6,5,1,1,1,0,0,0,1,2650,14.1,14.03,8.64,1.667,8,15.5,1,1.667
9975,7444,0.16,1.364422735,2004,3,-1,3,1,1,17,2,2,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,5,3,1,1,0,1,1,0,0,9810,13.94,13.57,16.08,5,22.27,15.5,2,6.667
9977,7444,0.16,1.364422735,2004,3,-1,1,1,3,27,99,2,1,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,5,3,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
9979,7444,0.16,1.21792517,2006,3,0,3,1,1,17,2,2,0,5,5,0,1,0,0,0,1,1,1,1,-1,0,1,0,4,2,1,1,0,1,1,0,0,9810,13.94,13.57,16.08,5,22.27,15.5,2,6.667
9981,7445,0.28,-1,2004,1,-1,2,1,1,18,1,1,0,5,5,0,0,1,0,0,0,0,0,-1,-1,0,0,1,3,2,6,0,0,0,0,0,0,700,6.974,6.957,8.4,-1,-1,15.5,-1,-1
10086,7519,0.66,-1,2004,1,-1,3,1,1,16,1,1,0,5,5,0,1,1,0,0,1,0,1,1,-1,0,1,0,5,5,6,0,0,0,0,0,0,1300,6.855,6.881,8.415,1.306,1.59,15.5,1,1.307
10087,7519,0.66,-1,2004,1,-1,2,1,1,18,1,1,0,5,5,0,1,1,0,0,1,0,1,1,-1,0,1,0,5,5,6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
10088,7519,0.66,1.318583742,2004,4,-1,1,1,3,24,1,2,0,5,5,0,1,1,0,0,1,0,1,1,-1,0,1,0,5,5,6,0,0,0,0,0,0,6590,18.98,18.55,13.44,1.581,24.49,15.5,2,3.147
10092,7519,0.66,-1,2006,1,-1,2,1,2,32,1,1,0,5,5,0,1,1,0,0,1,-1,0,-1,-1,0,1,1,4,4,6,0,0,0,0,0,0,1520,9.361,9.278,10.26,0.833,3.33,15.5,1,0.833
10178,7576,0.28,1.162089611,2006,3,10,1,1,1,19,1,3,0,5,5,0,0,0,0,0,1,2,1,1,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,10380,19.01,19.56,8.875,1.765,20.58,31,3,6.767
10190,7590,0.12,1.21792517,2006,3,-1,4,0,3,5,2,2,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,0,5,5,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
10322,7648,0.25,1.131379042,2004,3,-1,3,1,1,17,3,1,0,5,5,0,1,0,0,0,1,2,1,2,1,0,1,0,6,4,1,1,1,1,0,1,0,21110,32.06,27.98,10.2,10,25.29,31,2,11.25
10336,7655,0.19,1.385819975,2004,3,-1,2,1,1,18,3,3,0,5,5,0,0,0,0,0,1,2,1,1,-1,0,1,0,-1,-1,6,0,1,0,0,0,0,9280,12.79,12.69,12.8,10,16.96,23.25,1.33,11.11
10542,7754,0.25,1.131379042,2004,3,-1,1,1,3,31,1,3,0,5,5,0,1,0,0,0,1,2,1,2,-1,0,1,0,8,5,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
10578,7769,0.12,1.21792517,2006,3,-1,2,1,1,18,2,2,0,5,5,0,1,1,0,0,1,1,1,3,-1,0,1,0,4,4,1,1,1,1,0,0,0,600,4.72,4.72,7.2,-1,-1,15.5,-1,-1
10592,7779,1.27,1.150898312,2004,3,-1,4,0,3,9,2,1,0,5,5,0,1,1,0,0,1,1,1,1,-1,0,1,0,5,3,1,0,0,1,1,0,0,23120,33.72,28.99,16.8,6,25,31,1,6
10594,7779,1.27,-1,2006,3,0,4,0,3,8,2,-1,0,5,5,0,1,1,0,0,1,1,0,1,-1,0,1,0,5,5,6,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
